date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:02:48	4868634/4868634	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2019:43:50%20GMT	https://fahadhossain.com/assets/img/New%20folder/2.png	N:/JavaWithMost/test/fahadhossain.com/assets/img/New%20folder/2.png	(from https://fahadhossain.com/)
21:02:48	89476/89476	---M--	200	added ('OK')	application/javascript	date:Thu,%2014%20May%202020%2015:09:32%20GMT	https://fahadhossain.com/assets/vendor/jquery/jquery.min.js	N:/JavaWithMost/test/fahadhossain.com/assets/vendor/jquery/jquery.min.js	(from https://fahadhossain.com/)
21:02:50	81084/81084	---M--	200	added ('OK')	application/javascript	date:Thu,%2014%20May%202020%2015:09:30%20GMT	https://fahadhossain.com/assets/vendor/bootstrap/js/bootstrap.bundle.min.js	N:/JavaWithMost/test/fahadhossain.com/assets/vendor/bootstrap/js/bootstrap.bundle.min.js	(from https://fahadhossain.com/)
21:02:51	2532/2532	---M--	200	added ('OK')	application/javascript	date:Thu,%2014%20May%202020%2015:09:32%20GMT	https://fahadhossain.com/assets/vendor/jquery.easing/jquery.easing.min.js	N:/JavaWithMost/test/fahadhossain.com/assets/vendor/jquery.easing/jquery.easing.min.js	(from https://fahadhossain.com/)
21:02:53	3663/3663	---M--	200	added ('OK')	application/javascript	date:Thu,%2014%20May%202020%2015:09:32%20GMT	https://fahadhossain.com/assets/vendor/php-email-form/validate.js	N:/JavaWithMost/test/fahadhossain.com/assets/vendor/php-email-form/validate.js	(from https://fahadhossain.com/)
21:02:54	9028/9028	---M--	200	added ('OK')	application/javascript	date:Thu,%2014%20May%202020%2015:09:32%20GMT	https://fahadhossain.com/assets/vendor/waypoints/jquery.waypoints.min.js	N:/JavaWithMost/test/fahadhossain.com/assets/vendor/waypoints/jquery.waypoints.min.js	(from https://fahadhossain.com/)
21:02:55	10835843/10835843	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2008:46:22%20GMT	https://fahadhossain.com/assets/img/New%20folder/1.png	N:/JavaWithMost/test/fahadhossain.com/assets/img/New%20folder/1.png	(from https://fahadhossain.com/)
21:02:56	2406/2406	---M--	200	added ('OK')	application/javascript	date:Thu,%2014%20May%202020%2015:09:32%20GMT	https://fahadhossain.com/assets/vendor/counterup/counterup.min.js	N:/JavaWithMost/test/fahadhossain.com/assets/vendor/counterup/counterup.min.js	(from https://fahadhossain.com/)
21:02:56	3642797/3642797	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2020:28:32%20GMT	https://fahadhossain.com/assets/img/New%20folder/4.PNG	N:/JavaWithMost/test/fahadhossain.com/assets/img/New%20folder/4.png	(from https://fahadhossain.com/)
21:02:57	44342/44342	---M--	200	added ('OK')	application/javascript	date:Thu,%2014%20May%202020%2015:09:32%20GMT	https://fahadhossain.com/assets/vendor/owl.carousel/owl.carousel.min.js	N:/JavaWithMost/test/fahadhossain.com/assets/vendor/owl.carousel/owl.carousel.min.js	(from https://fahadhossain.com/)
21:02:59	35445/35445	---M--	200	added ('OK')	application/javascript	date:Thu,%2014%20May%202020%2015:09:32%20GMT	https://fahadhossain.com/assets/vendor/isotope-layout/isotope.pkgd.min.js	N:/JavaWithMost/test/fahadhossain.com/assets/vendor/isotope-layout/isotope.pkgd.min.js	(from https://fahadhossain.com/)
21:03:00	15043/15043	---M--	200	added ('OK')	application/javascript	date:Thu,%2014%20May%202020%2015:09:32%20GMT	https://fahadhossain.com/assets/vendor/venobox/venobox.min.js	N:/JavaWithMost/test/fahadhossain.com/assets/vendor/venobox/venobox.min.js	(from https://fahadhossain.com/)
21:03:03	4887/4887	---M--	200	added ('OK')	application/javascript	date:Thu,%2014%20May%202020%2015:09:30%20GMT	https://fahadhossain.com/assets/js/main.js	N:/JavaWithMost/test/fahadhossain.com/assets/js/main.js	(from https://fahadhossain.com/)
21:03:10	645604/645604	---M--	200	added ('OK')	font/woff	date:Thu,%2014%20May%202020%2015:09:32%20GMT	https://fahadhossain.com/assets/vendor/icofont/fonts/icofont.woff	N:/JavaWithMost/test/fahadhossain.com/assets/vendor/icofont/fonts/icofont.woff	(from https://fahadhossain.com/assets/vendor/icofont/icofont.min.css)
21:03:14	537868/537868	---M--	200	added ('OK')	font/woff2	date:Thu,%2014%20May%202020%2015:09:32%20GMT	https://fahadhossain.com/assets/vendor/icofont/fonts/icofont.woff2	N:/JavaWithMost/test/fahadhossain.com/assets/vendor/icofont/fonts/icofont.woff2	(from https://fahadhossain.com/assets/vendor/icofont/icofont.min.css)
21:03:14	163124/163124	---M--	200	added ('OK')	font/woff	date:Thu,%2014%20May%202020%2015:09:32%20GMT	https://fahadhossain.com/assets/vendor/remixicon/remixicon.woff?t=1587359857360	N:/JavaWithMost/test/fahadhossain.com/assets/vendor/remixicon/remixicon7c01.woff	(from https://fahadhossain.com/assets/vendor/remixicon/remixicon.css)
21:03:15	118436/118436	---M--	200	added ('OK')	font/woff2	date:Thu,%2014%20May%202020%2015:09:32%20GMT	https://fahadhossain.com/assets/vendor/remixicon/remixicon.woff2?t=1587359857360	N:/JavaWithMost/test/fahadhossain.com/assets/vendor/remixicon/remixicon7c01.woff2	(from https://fahadhossain.com/assets/vendor/remixicon/remixicon.css)
21:03:16	380840/380840	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2014%20May%202020%2015:09:32%20GMT	https://fahadhossain.com/assets/vendor/remixicon/remixicon.eot?t=1587359857360	N:/JavaWithMost/test/fahadhossain.com/assets/vendor/remixicon/remixicon7c01.eot	(from https://fahadhossain.com/assets/vendor/remixicon/remixicon.css)
21:03:18	4976/4976	---M--	200	added ('OK')	image/png	date:Thu,%2014%20May%202020%2015:09:32%20GMT	https://fahadhossain.com/assets/vendor/owl.carousel/assets/owl.video.play.png	N:/JavaWithMost/test/fahadhossain.com/assets/vendor/owl.carousel/assets/owl.video.play.png	(from https://fahadhossain.com/assets/vendor/owl.carousel/assets/owl.carousel.min.css)
21:03:19	380668/380668	---M--	200	added ('OK')	font/ttf	date:Thu,%2014%20May%202020%2015:09:32%20GMT	https://fahadhossain.com/assets/vendor/remixicon/remixicon.ttf?t=1587359857360	N:/JavaWithMost/test/fahadhossain.com/assets/vendor/remixicon/remixicon7c01.ttf	(from https://fahadhossain.com/assets/vendor/remixicon/remixicon.css)
21:03:22	89924/89924	---M--	200	added ('OK')	font/woff2	date:Thu,%2014%20May%202020%2015:09:32%20GMT	https://fahadhossain.com/assets/vendor/boxicons/fonts/boxicons.woff2	N:/JavaWithMost/test/fahadhossain.com/assets/vendor/boxicons/fonts/boxicons.woff2	(from https://fahadhossain.com/assets/vendor/boxicons/css/boxicons.min.css)
21:03:22	263296/263296	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2014%20May%202020%2015:09:32%20GMT	https://fahadhossain.com/assets/vendor/boxicons/fonts/boxicons.eot	N:/JavaWithMost/test/fahadhossain.com/assets/vendor/boxicons/fonts/boxicons.eot	(from https://fahadhossain.com/assets/vendor/boxicons/css/boxicons.min.css)
21:03:28	263128/263128	---M--	200	added ('OK')	font/ttf	date:Thu,%2014%20May%202020%2015:09:32%20GMT	https://fahadhossain.com/assets/vendor/boxicons/fonts/boxicons.ttf	N:/JavaWithMost/test/fahadhossain.com/assets/vendor/boxicons/fonts/boxicons.ttf	(from https://fahadhossain.com/assets/vendor/boxicons/css/boxicons.min.css)
21:03:29	263204/263204	---M--	200	added ('OK')	font/woff	date:Thu,%2014%20May%202020%2015:09:32%20GMT	https://fahadhossain.com/assets/vendor/boxicons/fonts/boxicons.woff	N:/JavaWithMost/test/fahadhossain.com/assets/vendor/boxicons/fonts/boxicons.woff	(from https://fahadhossain.com/assets/vendor/boxicons/css/boxicons.min.css)
21:03:30	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Jun%202020%2015:03:30%20GMT	https://fahadhossain.com/assets/img/black-water-%c3%a2%c2%9d%c2%a4-4k-hd-desktop-wallpaper-for-4k-ultra-hd-tv-%c3%a2%c2%80%c2%a2-wide.jpg	N:/JavaWithMost/test/fahadhossain.com/assets/img/black-water-%c3%a2%c2%9d%c2%a4-4k-hd-desktop-wallpaper-for-4k-ultra-hd-tv-%c3%a2%c2%80%c2%a2-wide.30.delayed	(from https://fahadhossain.com/assets/css/style.css)
21:03:30	1113223/1113223	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2014%20May%202020%2015:09:32%20GMT	https://fahadhossain.com/assets/vendor/remixicon/remixicon.svg?t=1587359857360	N:/JavaWithMost/test/fahadhossain.com/assets/vendor/remixicon/remixicon7c01.svg	(from https://fahadhossain.com/assets/vendor/remixicon/remixicon.css)
21:03:31	491/491	---M--	200	added ('OK')	image/png	date:Thu,%2014%20May%202020%2015:09:30%20GMT	https://fahadhossain.com/assets/img/favicon.png	N:/JavaWithMost/test/fahadhossain.com/assets/img/favicon.png	(from https://fahadhossain.com/portfolio-details.html)
21:03:32	1738/1738	---M--	200	added ('OK')	image/png	date:Thu,%2014%20May%202020%2015:09:30%20GMT	https://fahadhossain.com/assets/img/apple-touch-icon.png	N:/JavaWithMost/test/fahadhossain.com/assets/img/apple-touch-icon.png	(from https://fahadhossain.com/portfolio-details.html)
21:03:36	104237/104237	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20May%202020%2015:09:30%20GMT	https://fahadhossain.com/assets/img/portfolio/portfolio-details-1.jpg	N:/JavaWithMost/test/fahadhossain.com/assets/img/portfolio/portfolio-details-1.jpg	(from https://fahadhossain.com/portfolio-details.html)
21:03:37	131936/131936	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20May%202020%2015:09:30%20GMT	https://fahadhossain.com/assets/img/portfolio/portfolio-details-2.jpg	N:/JavaWithMost/test/fahadhossain.com/assets/img/portfolio/portfolio-details-2.jpg	(from https://fahadhossain.com/portfolio-details.html)
21:03:40	40694/40694	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20May%202020%2015:09:30%20GMT	https://fahadhossain.com/assets/img/portfolio/portfolio-details-3.jpg	N:/JavaWithMost/test/fahadhossain.com/assets/img/portfolio/portfolio-details-3.jpg	(from https://fahadhossain.com/portfolio-details.html)
21:03:45	933813/933813	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2014%20May%202020%2015:09:32%20GMT	https://fahadhossain.com/assets/vendor/boxicons/fonts/boxicons.svg?	N:/JavaWithMost/test/fahadhossain.com/assets/vendor/boxicons/fonts/boxiconsd41d.svg	(from https://fahadhossain.com/assets/vendor/boxicons/css/boxicons.min.css)
